,wikidata_id,label,birth_date,birthplace,birthplace_coordinate,death_date,page_url,page_id
0,Q18217814,David Ogg,1887-01-01T00:00:00Z,Glasgow,Point(-4.25 55.86),1965-01-01T00:00:00Z,https://en.wikipedia.org/wiki/David Ogg (historian),43673091.0
