,wikidata_id,label,birth_date,birthplace,birthplace_coordinate,death_date,page_url,page_id
0,Q68529,Samuel de Champlain,1567-08-23T00:00:00Z,Hiers-Brouage,Point(-1.075555555 45.849722222),1635-12-25T00:00:00Z,https://en.wikipedia.org/wiki/Samuel de Champlain,39071.0
1,Q55807,William Baffin,1584-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1622-01-23T00:00:00Z,https://en.wikipedia.org/wiki/William Baffin,142992.0
2,Q202308,Evliya Çelebi,1611-03-25T00:00:00Z,Constantinople,Point(28.976018 41.01224),1682-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Evliya Çelebi,10328.0
3,Q179167,Henry Hudson,1570-10-02T00:00:00Z,England,Point(-1.0 53.0),1611-06-01T00:00:00Z,https://en.wikipedia.org/wiki/Henry Hudson,44014.0
4,Q233340,Matteo Ricci,1552-10-16T00:00:00Z,Macerata,Point(13.453333333 43.300277777),1610-05-11T00:00:00Z,https://en.wikipedia.org/wiki/Matteo Ricci,7575977.0
5,Q298156,"René-Robert Cavelier, Sieur de La Salle",1643-11-21T00:00:00Z,Rouen,Point(1.1025 49.443055555),1687-03-19T00:00:00Z,"https://en.wikipedia.org/wiki/René-Robert Cavelier, Sieur de La Salle",189917.0
